label,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
B3,-386.89938,78.66292,27.315067,17.237873,11.457037,7.0024686,0.4745493,-6.389855,-9.234995,-6.1280894,-7.8964753,-10.964436,-8.843056,78.93804,34.439503,15.613529,12.120558,6.127119,7.0841503,5.047132,8.2052555,8.739471,6.5797434,7.516157,7.135061,5.041366
B3,-329.85272,91.11671,10.920775,21.32211,2.680671,4.457422,-0.7734034,4.2067833,2.7729487,-5.695343,-9.282101,4.5807033,-1.7017038,136.50035,28.33082,15.993949,11.144421,13.27495,5.966909,5.437072,3.4434822,7.3135815,10.102974,10.85226,5.0468464,4.3812833
B3,-294.23154,104.4586,6.356,24.20531,3.512667,5.466775,-11.20023,0.23875079,7.405066,-14.155589,-18.913145,1.7767186,2.330386,95.978676,38.494873,9.077346,9.63441,12.249635,5.1612,4.8171625,6.3131056,5.4428415,4.135577,6.218919,3.8152363,4.173766
B3,-318.68933,131.62358,4.9585886,17.348322,11.064199,3.2893455,-5.207514,-3.1665032,-2.5356503,-10.301196,-14.809314,8.137963,-3.06884,84.10873,23.5461,10.825976,6.8846164,10.582013,7.259261,4.081582,5.5499887,5.8608775,4.946267,6.5081882,5.3870015,4.6485705
B3,-360.1624,103.02502,8.015091,9.2276745,-1.9799623,4.170197,-5.137571,3.2590184,-8.538544,-11.205001,0.35154605,-0.67973727,-8.899332,119.075874,16.13009,12.316349,7.0063534,12.588835,3.97651,6.382569,6.4673314,9.291776,9.223012,5.0711265,4.446156,4.428785
B3,-256.341,71.09289,-5.418164,33.788708,-3.9148285,9.906808,-12.684625,2.1944287,1.6414006,-28.633354,-12.700741,-1.8867652,-20.741644,93.19579,39.600197,11.650195,7.4520187,8.089574,10.010371,7.255087,4.7139535,7.620311,10.005307,5.122939,5.2968597,3.7597988
B3,-378.46866,74.9583,13.457359,13.794793,11.759288,2.582245,-5.719238,-5.533796,-6.460913,-5.2289762,-4.1948066,-11.609355,-19.029287,72.44742,14.526521,18.030535,11.945508,9.2891865,6.6603513,5.130181,6.9941044,2.8777342,4.5957,3.74492,5.445961,4.572275
B3,-393.91333,66.81622,14.012232,13.827833,8.782131,3.4125938,-0.12966089,0.079508975,-0.2914751,-1.5708574,-5.7127504,-11.566553,-18.249033,78.478935,25.63022,15.930867,13.432447,7.1091237,6.328268,4.982186,6.5004005,4.9906197,2.9580183,3.5645657,6.2779684,10.074358
B3,-373.19986,77.82559,12.633107,12.49372,6.133283,-0.89239395,-5.0893755,-5.5274305,-4.286853,-2.4717,-2.2795467,-10.141911,-20.230211,77.108894,10.851364,19.074314,16.16648,9.414247,6.2445846,5.939883,4.9996476,3.6783302,4.8975515,3.2587318,3.6560557,6.720869
B3,-392.5656,73.74691,25.076036,15.148068,11.402772,4.1618776,-2.0276487,-3.8399293,-3.8235755,-2.0115213,-1.8368932,-9.791663,-19.891542,55.7674,23.768208,10.240041,8.667945,7.415012,3.8433833,3.274949,4.1651087,2.8931243,3.371895,2.5236073,3.295321,4.609845
B3,-398.93637,72.004005,22.229252,13.895029,9.635782,3.953954,0.95908695,-1.4481616,-3.39239,-3.5265577,-5.8846536,-11.856256,-17.5577,65.986626,35.364983,9.49733,9.094385,3.5071383,4.6125016,4.6924233,4.970224,3.5297728,2.696749,4.022854,5.9676437,9.67947
B3,-384.52686,88.32113,33.61323,19.641249,9.726347,1.2775931,-7.7173033,-13.15447,-15.291198,-11.865541,-12.134453,-14.064968,-11.024211,77.03375,20.504707,18.863352,11.683522,5.6197166,4.879438,5.2272973,6.4246507,5.9780693,5.029647,5.8795166,5.5166926,4.6449413
B3,-368.71658,113.33293,11.3963585,6.415603,10.915593,3.2131193,-4.186854,-0.11115309,2.2124267,-1.5331748,-3.2273545,-12.844473,-22.268103,66.599205,12.324524,23.772379,14.945078,7.672212,8.524974,4.73409,6.247948,3.7242088,7.017113,4.335941,3.812187,4.883014
B3,-372.3135,93.73675,20.439816,13.438812,10.898494,2.6091106,-3.7482057,-6.172871,-11.760963,-18.038706,-16.28762,-8.314784,-5.6174827,65.25367,16.538166,14.844028,14.769627,8.456004,6.2343163,3.2927773,3.386149,4.568972,6.132477,3.6657069,2.2463312,2.8163636
B3,-394.88538,68.80575,16.36132,20.400932,15.600341,5.2361193,-0.2640954,-1.2394167,-5.9716797,-11.195608,-10.669575,-6.9275107,-6.6853223,86.908615,36.200138,14.416825,10.731118,9.767499,7.2291408,4.5995836,2.5776432,5.46287,8.244274,6.401821,2.8866663,2.5960174
B3,-374.55594,92.01401,16.836903,13.643207,13.458715,4.1568832,-4.4039035,-7.4649954,-12.98513,-18.840494,-14.894445,-7.5386515,-6.545319,68.70842,15.806727,14.53758,12.859837,8.711456,5.5310965,3.2585003,4.8971167,3.6213868,6.725336,3.9109154,2.882561,4.0390897
B3,-382.3172,97.50719,17.353325,12.329471,15.072474,6.249491,-2.9111001,-9.864763,-12.440364,-16.019787,-13.140616,-3.9276385,-5.117147,63.609566,21.75731,14.370065,10.9588585,7.784645,5.638547,4.9828963,3.7208438,5.6721163,4.04496,3.5288708,3.441409,2.4786544
B3,-397.22388,87.970276,22.0299,17.9356,17.02657,3.2437885,-4.4947157,-3.758577,-6.4083486,-10.113092,-6.4202285,-4.4404163,-8.347055,77.100746,41.681557,12.716261,9.111493,9.102156,4.728724,6.866863,5.0044913,6.2458735,7.404703,3.912573,3.2941623,2.6788826
B3,-388.21094,94.67481,11.781766,23.150017,19.102228,9.352886,7.073183,4.39178,-7.3246613,-14.99802,-5.338337,-3.0558865,-13.877984,80.19671,10.053009,21.985144,18.556902,10.578733,8.147286,5.0612097,5.136835,4.8401046,5.1902537,3.7685819,3.6220355,3.303985
B3,-396.49637,96.484184,39.364773,22.966496,11.084838,2.3221917,-4.8643765,-7.827781,-13.027574,-9.878552,-4.8061213,-3.7794578,-8.509214,79.62868,19.042797,19.886232,8.714061,7.116601,5.156917,4.4568863,5.947125,3.6270847,3.117647,3.6582842,3.053482,4.2343664
B3,-410.0784,81.04686,29.621092,19.30709,11.5766535,4.759781,-0.27025643,-1.0425515,-6.0833144,-6.2850456,-4.8634353,-0.96191764,-5.8042583,88.70278,35.525112,15.871303,8.423285,6.6575985,4.450751,5.7321496,6.379536,8.659243,9.422604,7.9665265,2.7470777,4.6941156
B3,-395.4771,90.65018,40.305435,24.215528,12.334686,3.9761553,-0.5291591,-4.3772984,-12.527222,-13.915735,-9.181896,-3.2142804,-6.953804,77.367,20.677832,16.70434,7.507453,5.489433,3.5961134,3.4826858,3.9995036,3.024796,5.119712,4.1970863,3.1397839,5.6000333
B3,-382.93677,98.544,44.53092,17.441324,7.377614,2.9035635,-6.3609247,-13.18457,-12.66897,-9.641004,-11.104121,-14.171661,-12.965057,53.69798,27.373398,9.345907,9.13358,4.3189716,5.544789,3.7499063,6.0425577,4.724511,3.010967,4.9841638,5.709919,4.239179
B3,-399.3894,104.13486,42.37441,22.070604,11.747812,0.7708824,-7.6336756,-9.650224,-12.728415,-8.030425,-6.1656675,-7.458299,-9.264976,74.808395,21.37506,20.275497,6.7107816,6.1041436,5.40798,4.506058,5.772137,3.2182713,4.73878,3.6294587,4.3557563,4.9799023
B3,-412.9037,80.805176,30.5422,19.199944,14.487974,5.5191293,-0.92510426,-4.7064404,-9.152735,-3.153345,1.3108529,-1.7502103,-9.189182,84.5975,38.344833,14.61042,5.8928547,6.4742312,5.4311357,6.187824,8.945775,11.152836,5.9698024,4.809709,2.9674623,7.913817
B3,-368.64417,111.553665,37.72283,22.567236,8.89695,-2.4923868,-7.983564,-8.139086,-5.936139,-2.7030423,-6.5398974,-11.2325945,-6.981657,85.89383,16.632147,25.811695,13.88692,7.640831,5.2882113,3.7808263,3.9675348,2.794896,3.10798,4.5647154,6.5914054,3.827779
B3,-356.474,113.79709,17.313314,13.884098,9.405821,-5.441821,-11.109137,-4.0512276,-2.6568627,-6.023595,-12.500123,-12.005758,-4.173399,76.905594,12.210028,24.713436,17.711145,8.857464,7.145342,4.7530823,5.4091444,6.808201,3.3134005,4.250136,4.547788,3.0258055
B3,-401.32715,86.4006,12.110976,19.827341,11.826866,-3.5967093,-3.6091325,1.768426,-1.3047328,-3.4628215,-7.747447,-6.849301,-0.9564041,101.11636,30.707304,24.75499,17.330908,10.59024,11.071838,9.051076,3.390087,6.6406817,7.446399,9.475059,6.438143,4.1952777
B3,-367.48743,111.009094,16.188978,18.681139,11.856009,-8.148638,-14.050241,-0.5708199,2.6438117,-9.986896,-17.85105,-6.9609647,-1.6465368,84.279976,16.44182,26.384462,18.941605,10.2028265,7.6772275,5.8984876,4.9088964,5.5720787,4.6672587,5.9630566,4.006976,3.8322642
B3,-356.66608,112.14265,15.61759,16.870167,13.275563,-5.8946276,-11.4365835,-0.0134754535,1.9204537,-10.652028,-16.6701,-4.6790233,-3.4037778,76.802124,11.189428,27.169186,17.411158,11.787449,8.053077,7.3155737,4.417026,4.015593,5.4062834,4.9575686,5.8542027,3.2286263
B3,-387.8464,91.604866,13.808498,18.021355,15.575812,-0.10543984,-3.4847674,3.8174229,1.221754,-9.511685,-10.297915,-1.2895125,-1.8615857,89.698814,35.095524,20.163656,17.600212,11.752909,8.602132,10.189051,3.2021034,3.3991308,10.547856,9.899356,3.0635166,2.3610063
B3,-378.21396,104.339874,18.344482,26.900457,17.935051,-3.7033496,-13.850293,-6.7141347,-1.388139,-4.3323874,-11.519769,-5.426881,-2.7598867,97.81052,20.053028,24.063995,21.986315,11.97055,8.578482,5.14739,4.452536,5.2822185,3.1410465,4.3719854,2.6898885,3.6597953
B3,-391.21268,90.71702,36.71613,12.419981,6.0976086,1.8869537,-2.1241765,-6.96776,-9.434512,-9.173475,-8.68066,-9.046905,-10.393964,53.409588,33.2957,11.51516,7.974157,8.774607,5.2786975,5.821033,6.6375804,7.2562613,7.930014,6.722148,5.211203,3.9420478
B3,-391.45914,90.93816,32.147594,15.13033,12.307043,6.425674,-1.9580406,-7.6640205,-8.827018,-8.406634,-10.247213,-12.981906,-12.262514,61.91494,23.470669,17.059328,9.397564,6.211442,3.7461991,5.0636067,5.9373,3.7962582,3.2266297,5.2553067,5.3485723,4.1225033
B3,-363.74222,102.03028,23.28133,14.903202,10.298975,3.8295803,-6.1586547,-11.086813,-15.133785,-15.572209,-6.5611086,-1.9091474,-13.5548,75.3761,17.428223,20.631996,13.160592,8.699874,4.634901,4.8898664,5.372574,5.1977553,3.962798,2.8087559,4.093103,5.839997
B3,-381.47473,87.45303,18.930677,16.650225,10.834977,6.2745976,2.8216815,-1.3466188,-6.954852,-9.077269,-5.902205,-2.522499,-7.3638167,84.885765,33.54399,17.82547,13.7608795,6.3453383,5.594525,4.313655,6.276705,8.977293,9.212553,4.9207087,3.1781876,3.6076846
B3,-374.70728,98.05459,26.12741,16.122871,10.2917385,5.4281955,-1.9990308,-9.7407055,-15.853047,-16.007582,-9.691966,-6.439368,-10.479331,78.79469,17.345009,20.893,11.377012,6.7463894,4.260942,4.7430377,5.25122,5.4081736,4.17084,2.588712,2.5723934,3.0775363
B4,-391.0743,81.97783,23.485464,20.09049,4.5877733,-4.1804624,-5.11069,-4.3978944,-12.300767,-20.194008,-20.276157,-4.5272827,6.32592,81.478584,11.570626,11.690084,8.330689,5.0550294,5.9064007,4.871568,3.6806068,4.8209963,6.349959,9.012679,3.3576882,3.3714545
B4,-390.09753,112.94813,10.431601,11.448641,4.5474825,-2.463142,-5.063624,-4.081596,-11.030274,-16.230244,-15.507172,-9.246775,-1.0288954,89.31877,13.267617,13.507105,10.640257,7.181142,3.954922,4.6413317,6.3173537,5.175221,4.994025,8.671523,4.9193354,3.2384605
B4,-391.03818,113.10657,11.867006,8.204759,8.221299,1.3104522,-8.58816,-1.162799,-6.9166837,-18.022135,-12.144925,-6.871267,-0.20637229,95.35581,13.24045,19.351082,6.3581195,7.5470486,6.3910203,7.39611,6.112999,4.432576,8.605235,6.4443254,6.2198076,3.7419937
B4,-379.99094,94.73311,18.724045,17.95519,10.052693,-5.33571,-10.15267,-3.1700268,-7.469669,-22.375475,-20.792458,-10.970674,3.7825093,103.32576,30.944695,8.824217,7.7233944,4.665788,5.478444,4.670257,5.4745593,4.7752213,6.5564313,7.9713206,6.062924,3.416265
B4,-382.2295,77.8253,9.370206,1.1114659,-8.888785,7.8213606,2.3404753,7.3739862,-18.622238,-22.429594,-18.622396,-4.5570316,3.7944937,101.105095,29.331013,9.011877,7.0908623,6.923775,9.632032,3.6871583,9.352795,6.8183684,7.125083,6.614349,4.65505,3.7572565
B4,-382.76086,72.684265,17.558033,0.48995885,2.1039677,6.235398,3.1177185,8.668357,-15.150923,-14.810256,-9.142822,-2.5593853,0.07114891,122.88968,25.355461,13.847986,9.060068,9.977747,5.9397516,4.874289,7.1076756,14.444196,11.969173,8.705132,5.9641266,2.9361036
B4,-369.40408,71.42706,8.714811,0.28196853,-6.583161,7.506208,2.5359442,7.5566454,-18.177393,-21.829775,-23.476831,-1.8980106,4.0882306,108.47693,31.661278,7.738765,7.286286,6.498788,8.750503,2.8698244,7.2545986,7.477058,7.0192575,8.149576,6.0301075,5.0022035
B4,-396.58014,102.973305,2.6710916,7.1695004,3.9169335,5.3863206,0.9286457,-5.7336664,-8.69287,-15.371016,-25.190882,-3.092574,2.7721214,94.609665,16.976906,8.308578,6.5732765,7.0181084,7.5670733,4.2001777,4.518119,4.3969088,6.3281174,6.3102565,5.464359,5.101586
B4,-411.1719,94.96409,6.26094,2.2898953,3.582815,5.778389,8.7978735,-0.50536984,-10.082644,-7.7987285,-15.221722,-4.9953413,1.7466255,110.50652,12.917352,14.706601,5.480949,6.540034,4.052898,7.619363,4.655156,11.916363,6.144842,11.7542715,4.684337,5.24649
B4,-351.31348,72.63085,21.003887,18.0624,-1.6322695,8.351592,1.9363114,0.30098367,-9.917064,-7.559985,-19.74275,-9.034615,4.827432,100.391754,35.308193,11.598718,7.6732373,7.63053,6.170768,4.647924,5.334367,4.7590566,4.4777555,5.767088,5.2642217,5.203144
B4,-423.4309,66.22695,31.714214,21.3228,9.7351675,-0.31162155,-9.375915,-14.0485325,-14.277417,-8.596333,-3.1861608,-0.78110784,1.8134627,81.09657,18.156626,16.943174,3.7338777,5.236204,3.003225,5.2326503,6.5154796,7.5472517,4.200561,2.2380838,2.8878374,5.0672693
B4,-392.07376,79.56192,28.111586,19.933342,-0.41502807,-1.6884899,-3.7790363,-11.209012,-10.38404,-18.020237,-22.444685,-7.4193373,7.602374,86.89531,11.972483,12.847251,8.870845,5.850141,4.9048123,4.907973,10.244747,5.6331067,6.3160534,7.155243,3.1080143,3.5010977
B4,-427.4376,69.59828,29.98848,18.001446,10.309044,4.681652,-6.286402,-10.708841,-9.157363,-2.9518604,1.3431349,0.84825903,0.47991654,85.01833,23.019644,16.240421,3.6301248,5.9630475,2.5010345,10.382608,12.531024,11.390569,6.6034408,3.2398643,3.5341232,4.1851573
B4,-422.39984,76.20076,33.24661,17.913288,7.738945,0.44778752,-10.3569355,-15.6131315,-14.400805,-7.069558,-3.1461904,-0.6574195,1.9611948,90.07696,16.247223,19.057575,5.0022492,4.97213,3.0046728,5.086687,6.356456,6.505074,3.1551962,4.11766,3.6633635,4.061908
B4,-431.41904,76.55019,32.476593,19.193117,8.344887,-1.2989938,-11.478846,-14.262612,-10.258462,-8.405237,-6.144994,-1.4848905,3.912719,75.82557,26.388283,21.226023,4.1725264,6.989119,2.9708912,7.919308,7.8427124,4.87667,4.042074,4.4215574,2.7467487,4.713454
B4,-421.51813,78.309586,31.520908,15.999882,11.057372,6.3027034,-1.2648579,-6.4160295,-4.4766407,-1.4684651,-0.7530693,0.26017106,2.6086724,71.48957,30.683077,17.64839,5.460272,5.1369996,4.852533,9.889426,12.940057,9.854899,6.9632225,6.19093,3.282029,3.637917
B4,-404.3989,99.68678,34.76153,20.210287,12.152448,6.440442,-4.862093,-7.0305953,-8.183035,-4.954101,-1.622915,2.5202014,5.7184753,91.95545,13.935034,21.340815,10.930361,6.7223735,5.6004424,6.8516717,5.190863,7.314941,7.6549296,6.3344107,3.769839,2.8842978
B4,-399.34583,93.05058,28.44733,11.724279,5.1516557,-0.015568826,-6.6306314,-7.4364343,-10.467465,-13.450112,-16.369314,-7.6803546,5.8819766,90.29148,14.027781,15.111178,7.3702736,7.1418095,4.740199,4.152162,3.8946023,5.085479,5.7063546,7.049056,3.1044707,3.693156
B4,-397.86478,84.09434,21.167381,8.905975,5.472172,1.0498003,-4.3299117,-5.5883837,-8.22386,-9.759328,-11.92199,-8.287786,2.2971532,87.30507,18.865337,11.180572,9.158082,6.1928487,6.5193305,6.1100726,5.6853538,9.45774,11.248955,9.963498,4.537113,5.8222837
B4,-427.39548,94.42815,35.268394,17.470158,7.0428343,1.1756152,-5.3355927,-8.25905,-11.787223,-12.837502,-13.408652,-8.048431,6.4346714,96.9893,15.327547,12.747713,8.243452,7.1388073,6.0806875,4.9121523,6.2723093,3.4937084,3.4951956,4.5060563,4.048162,4.079453
B4,-414.20285,103.59399,33.24816,12.288294,3.9879887,-1.5677412,-7.3748946,-5.5550237,-6.7610307,-16.355328,-21.962654,-8.49632,8.431274,88.65177,12.652851,15.3667965,6.744362,6.4628763,4.008143,3.7172813,4.887193,3.3616915,4.958487,8.207779,3.47528,4.0918837
B4,-415.03592,95.17683,25.808947,10.176207,3.7906954,-0.8724375,-2.84264,-1.4948533,-3.0322726,-11.388734,-13.701449,-5.738591,3.6313953,82.64892,23.54644,15.65111,8.196309,7.290014,7.0574155,5.275552,2.838349,4.5451097,12.023692,11.584091,3.4050088,6.151874
B4,-390.9114,83.09132,23.035923,18.311316,1.199604,-1.5999074,-4.720164,-12.803962,-14.7301655,-15.2561,-17.73441,-6.029867,4.07253,94.75268,13.466029,12.451541,8.933416,6.063459,4.806349,5.8102317,7.562373,5.0676475,3.8952832,5.725248,3.4508846,2.9882522
B4,-429.90433,114.827576,22.204626,12.799906,10.607326,2.6897757,-6.7921453,-3.5908718,-9.0348,-10.415853,-10.089441,-1.4370054,3.939119,102.111984,21.072367,11.198251,10.729491,6.8357496,4.7138705,4.289962,7.6193843,5.7368727,3.7384777,5.2425423,3.284487,5.4327083
B4,-427.36548,87.805786,28.228157,15.862317,0.21037394,-7.8627925,-3.7776117,-0.1451949,-12.37452,-15.524567,-20.621908,-14.61859,5.281605,101.02372,18.618044,15.955483,10.392058,4.9050493,7.0042896,4.3202066,10.106592,4.5477448,4.092753,7.8450823,7.326005,3.618986
B4,-443.01077,79.20411,22.603338,15.884485,0.9344243,-2.646176,-1.102441,3.0365424,-7.331244,-12.258625,-14.055907,-10.329254,-0.7999582,110.88865,23.618814,16.18937,8.687558,8.644345,9.870111,5.487951,6.6270294,8.377786,12.942224,12.492087,7.304777,4.304054
B4,-439.63928,89.236,27.540426,15.005083,0.53379565,-5.61851,-6.1545124,-0.48368186,-10.834741,-18.094368,-19.409887,-15.356618,1.8116884,106.591156,18.42917,19.251747,8.275808,5.7887926,4.4986677,3.6953883,9.331713,4.3026505,5.99077,5.270002,6.688723,4.650806
B4,-410.3508,95.285416,38.859776,14.995239,1.0630697,-2.6624238,-7.254734,-1.3127725,-8.632983,-17.86553,-16.194414,-11.800687,0.8231878,93.517876,12.953322,11.610467,6.6706185,5.010738,4.998638,5.2051945,7.738057,3.2019897,6.166856,4.616222,6.788583,5.695961
B4,-425.43738,78.88259,28.709509,13.001024,2.8061934,3.6309984,0.5975746,1.1216995,-6.821733,-9.631606,-7.744343,-7.739055,-5.1816206,107.26571,24.6252,11.394679,6.583898,7.2850623,5.4121146,4.397833,4.410117,9.184508,12.230277,8.192723,6.209184,3.897611
B4,-420.20462,109.01914,29.759314,17.87277,9.490613,5.169261,-1.2570297,1.311341,-5.93064,-9.365578,-13.456838,-10.920392,3.0640967,100.821045,24.455906,10.996115,11.782015,5.281509,5.970028,7.129969,8.213042,5.580261,3.6683116,4.7844114,6.415889,3.2088425
B4,-389.66052,98.52389,35.35077,16.506975,4.9189982,1.1527437,-0.22819835,-6.779339,-14.504963,-17.851704,-18.233252,-7.8056273,3.2828598,72.78392,19.294172,9.545785,6.016785,4.6376123,3.9158673,4.5957284,4.3412533,5.592394,5.2893286,6.336217,3.5665689,3.2964425
B4,-381.04947,98.28191,27.157328,14.3232155,0.7242939,-0.48144847,-2.0101845,-9.683513,-12.945601,-16.17631,-18.849977,-10.198255,4.7850814,78.92621,19.085299,14.442946,8.214967,5.591756,4.033505,4.4605594,6.487475,6.5059834,4.8785515,5.048994,4.2027683,3.9693182
B4,-362.88907,95.7086,17.87484,23.652266,3.1149285,-0.025976136,0.47374207,-3.757599,-12.673075,-9.059756,-9.760939,-9.348937,3.243772,95.82322,14.889918,10.750651,11.684817,8.370928,5.30623,5.3735466,6.5307198,5.385661,4.917943,4.115826,4.434875,5.366046
B4,-399.17352,90.08331,12.023179,8.303651,-1.6569768,-4.4408736,-8.685475,-0.0616534,-10.926931,-21.15061,-22.880968,-7.3064175,6.5238423,94.59578,17.934507,11.509872,6.4019322,7.969634,6.243217,8.708116,6.151402,4.1429753,6.1186376,9.182765,4.5624194,3.1832275
B4,-397.88034,96.39169,16.691866,5.510997,1.3968995,-3.5010285,-8.473001,3.871395,-11.640361,-16.322268,-20.572565,-6.4075003,5.039344,106.35485,18.147083,17.596926,6.1466117,6.5241513,6.886795,10.764927,6.7836285,8.007035,5.0015125,9.950591,4.0862107,3.141712
B4,-395.5646,87.43526,10.372356,16.0342,-1.3706216,-5.2180805,-6.2976027,-0.060995378,-9.485064,-21.374538,-20.459454,-12.525907,9.599851,105.55492,23.74849,14.061322,8.184953,8.076645,7.839986,7.017395,6.0556846,4.537813,6.059606,6.179095,5.065568,4.34445
C3,-371.19638,134.54668,29.203016,18.7075,20.206936,9.166508,-3.1135535,-0.28431964,-0.19027129,-4.751191,-6.955602,-9.940206,-14.882503,105.79234,27.897625,32.39859,7.4484286,5.038653,7.47999,8.832482,4.309272,3.8321333,4.3414683,4.821473,3.4935188,4.886477
C3,-359.5723,161.17215,37.345,11.755635,21.17702,15.969843,5.324855,1.553052,-7.990239,-17.654661,-18.325825,-20.219278,-18.024282,61.417244,21.74569,23.822653,8.118219,7.00702,4.333209,2.9506328,4.1053705,4.0687613,6.813757,5.466087,4.7597814,4.5090265
C3,-379.91254,134.04503,36.504967,16.25809,18.55418,13.482115,3.4252648,-0.27399826,-7.4157877,-13.329232,-16.281374,-17.824648,-17.446058,82.5529,41.322712,18.667076,7.3666763,8.112004,6.8046756,3.4340458,3.91068,6.40108,9.606731,7.636903,5.651158,5.4115796
C3,-318.82913,147.6466,-1.7111135,7.7355614,25.028261,18.10462,8.721478,3.627865,-11.5756445,-11.518457,-8.645332,-20.308142,-26.94851,95.210045,22.655148,34.439472,10.585059,8.991274,7.1099463,4.3215723,5.361337,5.141561,5.7708235,5.5522165,8.511736,7.803048
C3,-362.6625,147.11942,44.12241,24.312183,21.443874,8.570554,-4.833427,-8.511986,-8.39239,-8.672269,-8.554259,-7.350879,-7.1919613,81.46047,23.065546,35.71101,12.3243685,11.025108,5.4537063,5.969239,6.0181975,4.535656,4.525071,3.6625347,4.2360754,8.040881
C3,-397.33652,112.93438,28.805925,20.959135,19.899061,9.551571,2.0786426,-0.44220707,-5.437137,-5.407516,-6.1724052,-8.031068,-5.2327337,109.220604,50.548866,27.657717,12.042576,12.1502075,7.444562,5.86675,6.740364,8.799168,7.898796,6.2537985,8.104677,3.3316858
C3,-372.79715,145.60362,42.663204,25.712439,23.874088,9.583815,-2.9983943,-5.7536807,-6.838365,-9.57503,-11.425752,-8.769904,-6.000071,75.7158,19.728674,36.13925,12.601963,14.447201,5.871235,6.96097,3.393508,3.1030982,4.4293394,3.1406124,3.4426906,5.6436734
C3,-375.85455,146.26591,57.695442,24.72339,21.618391,13.804547,2.9048333,-4.1219907,-8.262814,-10.769776,-10.825736,-7.9035945,-4.591778,54.69096,21.723042,22.38425,7.947934,9.960837,6.4893513,5.549482,6.130518,5.071974,4.375657,3.814119,4.8256907,5.3453755
C3,-402.15485,120.42518,40.686592,17.377394,16.464231,13.5870695,6.7344747,-1.0073093,-3.7622054,-3.3517025,-4.4796205,-4.8505177,-2.8137746,75.04872,45.868748,20.247192,9.224445,10.210637,7.0433364,4.436488,6.452349,7.449944,6.3707275,6.2263737,6.3053503,3.778902
C3,-372.65143,142.37741,45.717068,27.865686,22.632198,7.721042,-0.9989698,-4.8081455,-7.3494663,-12.13553,-17.096329,-16.371767,-9.862474,71.253334,18.591244,37.863136,11.982129,12.825941,6.6486354,5.3680778,4.13726,4.538069,3.2857103,2.5772548,2.9697008,3.1979153
C3,-337.4518,154.31711,28.63572,17.540468,23.888313,15.426776,0.60984373,-7.9614944,-9.815124,-11.076958,-15.626535,-19.31316,-26.548208,78.46424,17.92722,38.80489,16.853737,13.862219,8.316147,6.2027173,5.285448,3.74797,3.9462688,4.709973,3.4248528,4.026413
C3,-395.87622,97.460144,17.243876,11.4356575,12.0977545,4.4538527,-1.1140454,0.7807055,-1.7794068,-1.9872489,-1.4058734,-4.90406,-11.143359,126.56958,48.001827,22.63762,9.099579,10.186208,6.2581167,8.614019,3.1192596,3.4169893,5.953024,8.551916,7.3390765,4.768062
C3,-378.57587,116.7927,16.886217,17.65594,21.01765,9.132018,-0.39607126,-4.252596,-4.7606087,-4.79438,-10.107811,-15.338694,-19.569534,109.04391,49.481686,31.837322,16.151314,15.481673,8.567859,6.0838423,5.845079,4.493282,4.152533,6.594999,9.700341,13.106015
C3,-340.5118,154.58907,22.712276,12.515157,22.084837,15.64972,0.0024192415,-10.185187,-9.623165,-7.7237344,-14.635853,-24.30414,-30.295012,86.469154,22.514193,40.899403,17.394947,13.908785,8.629674,4.9613147,5.2934666,4.6354733,3.2812364,4.6720166,5.763105,6.5628376
C3,-331.80035,164.45955,42.72486,8.373,19.275425,20.81773,3.7496345,-11.693004,-12.26827,-8.685951,-16.598423,-26.992115,-26.281921,57.911327,19.138866,25.533802,11.800223,9.370863,7.141421,3.0503283,4.949441,3.0941412,2.9834,3.447257,5.869645,5.141467
C3,-375.22382,131.84862,31.65391,12.443151,20.566988,13.866988,0.7302779,-5.292777,-7.3719144,-8.545899,-11.802987,-18.264462,-21.91544,89.23096,52.616062,23.710583,11.734333,13.074418,8.780969,5.347098,8.146095,7.9369116,7.557903,7.4457283,12.047626,13.046359
C3,-338.91232,143.3203,29.345695,18.06499,25.045227,16.89706,1.2809633,-10.124518,-12.034388,-14.759033,-17.21241,-18.666845,-25.408394,68.26015,12.436579,35.15013,16.866554,12.748105,8.122222,4.8808484,6.4025126,5.952376,4.248802,4.609303,2.4512625,4.335702
C3,-350.28925,129.89967,26.918661,19.17437,18.859674,9.205729,0.22542982,1.2649906,-5.4935946,-3.1156468,-1.8371938,-6.7851477,-16.172281,114.462906,26.262363,28.661331,6.943793,3.7857504,5.23081,6.112664,4.075988,3.7224786,3.8552778,6.709787,5.491385,5.356267
C3,-388.71686,139.6558,58.080708,24.260338,18.400032,13.804566,3.2970757,-3.172641,-4.4621863,-5.1860285,-6.250259,-10.145016,-15.090443,62.34993,29.40969,20.76018,8.875763,6.0246305,4.9928956,8.024325,3.9021099,4.1743107,2.8893402,4.068343,3.7507796,4.0666595
