label,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
E5,-412.32068,100.82386,17.136757,1.6804599,7.6998634,15.020651,-4.871317,-9.122386,-4.7181935,2.695371,17.73378,33.00031,3.6525147,85.91921,12.535463,5.7917056,4.744623,4.6089263,6.8723845,4.164142,4.389518,4.507704,5.870139,5.1202292,12.242252,4.673388
E5,-432.3828,90.48271,18.846405,6.8305335,0.3228785,4.8882413,-4.4417787,-8.570413,-0.52786016,9.998069,19.678564,25.766275,5.9031353,98.06898,13.822015,15.599757,5.6871047,5.392602,6.841783,4.79718,4.69771,4.86781,6.0765414,4.8931165,11.926717,5.71909
E5,-400.27402,90.08138,23.43078,8.656932,15.11686,7.7460585,-2.7261846,-5.1312866,-8.227319,13.2338295,17.058838,24.109425,8.248582,98.61432,27.343689,13.087505,6.7052116,3.398659,4.2594476,3.2870448,5.186103,4.4396677,4.678869,5.0996943,8.455862,5.5631204
E5,-459.853,82.000275,24.262123,17.995544,7.265768,1.3888903,-0.80852693,-6.198631,-13.757175,4.854791,22.642391,17.616644,-3.3093038,94.3898,13.238259,15.319302,7.0896306,3.9609818,5.6671677,5.705836,4.5057216,8.121808,4.7868056,9.117342,7.7144966,2.7915697
E5,-458.45096,69.81521,25.869505,19.3752,7.5117173,2.7724082,2.1643429,-2.7520394,-10.038681,4.629283,18.483675,11.721527,-3.732023,99.14562,16.1087,13.470021,6.005363,4.048261,5.336044,5.30125,7.5653725,14.128483,3.7134304,16.3442,11.688947,3.6848907
E5,-442.16797,84.358406,24.291945,14.786306,5.9686522,1.7891752,-1.6266888,-9.3233595,-12.565594,5.6600575,20.683,16.764534,-2.4745271,92.95737,13.219138,14.703002,7.6219206,3.639166,5.4960246,5.685662,5.230801,7.210458,4.0530763,8.192939,8.164155,3.3874826
E5,-427.68008,94.13659,29.980154,17.875757,10.001166,5.891575,-0.7677064,-9.743393,-11.0807085,6.7304955,17.73497,18.295084,2.7681842,91.561966,9.946885,14.896169,6.182152,5.080418,3.9142704,4.1603413,5.0047493,8.084271,4.0305448,8.214395,10.092494,4.6732593
E5,-415.86722,90.006966,25.241337,17.016844,9.396697,5.0221457,1.2195011,-4.3568583,-5.958962,7.719771,13.286339,11.751554,-0.2803179,91.446106,16.17058,15.896591,6.8927054,5.0984206,3.2515676,4.688555,7.837541,12.047465,4.549888,10.838381,13.516613,5.614108
E5,-390.2194,96.62147,22.20591,9.45198,11.01522,11.225648,3.157686,-5.0807586,-7.889735,5.2736106,12.882104,11.439756,-1.9139081,90.09719,16.918205,7.928829,11.816013,3.386494,4.7214503,5.169428,4.4373426,8.202485,4.7962894,8.364659,9.829367,4.2068324
E5,-432.74924,78.178505,26.875654,16.278248,6.6749897,2.6696188,-0.51962423,-6.785176,-12.063116,6.2250752,23.5597,16.96703,-3.1100404,90.33282,11.421441,13.050812,6.3502955,4.235493,4.9965763,4.862997,4.171847,8.528783,4.1820984,10.155842,6.4632797,3.8677323
E5,-385.18167,81.37068,10.748889,5.7154994,4.29727,5.023514,1.1699604,-2.362077,-13.881323,7.5468764,21.35753,22.963797,1.7445129,96.05099,20.717203,14.3272705,4.6351137,8.058884,5.240107,7.4825335,5.5934024,12.663085,7.0828724,12.0355425,16.020939,5.84928
E5,-451.26627,79.75659,22.695961,15.996615,8.701656,4.484715,-0.8149954,-4.0871816,-5.3097863,5.2353706,17.513391,14.589353,-3.8488839,109.23451,20.420073,12.197717,8.383153,3.7318532,7.1101003,6.820496,6.6804056,7.480264,5.3914733,12.461132,14.128215,3.8829913
E5,-452.62344,85.68842,22.81354,12.502881,5.6894975,1.5917906,-3.3644545,-9.906959,-11.087728,6.724312,19.88193,16.943834,-2.2796357,98.8339,17.668531,16.275211,6.80937,3.1920354,5.096542,6.214445,5.4919357,7.5923853,4.188734,8.374622,8.893456,4.167043
E5,-431.49103,91.22282,30.825054,20.586351,10.195491,4.8660583,0.5858665,-5.6965566,-9.179872,7.0576897,22.037157,20.51946,1.9724233,93.54048,9.54396,14.964332,6.5541334,4.334622,4.572255,4.611139,3.7962992,7.3409796,3.4794366,8.558228,8.734931,4.644682
E5,-416.25278,82.3203,26.248468,16.35647,9.042854,5.758926,0.52729887,-6.428077,-7.934867,6.625453,15.522743,12.544122,-1.7108902,88.3867,17.35729,11.4853,8.345003,4.9195914,3.653002,4.8365874,6.327424,11.032843,4.0485206,11.539047,13.703977,4.037636
E5,-421.8403,92.03967,24.845291,12.690161,9.50831,8.968239,2.5089774,-5.0360394,-11.42682,3.6681747,17.722315,12.270763,-4.4045243,93.49549,18.000454,8.1164465,9.946514,4.4819546,4.3015084,4.7819133,3.4382358,9.32343,3.5694482,9.976477,6.752619,3.3213892
E5,-374.53394,77.16046,8.951998,0.28101802,-0.52502567,5.4693437,4.570502,-5.972497,-15.958177,5.937476,26.382187,35.62614,0.5263502,94.04826,21.838129,9.236699,5.327129,4.429517,2.6832223,6.6968884,4.970135,6.261359,4.2380853,6.98863,14.128888,3.145304
E5,-389.54523,100.75165,1.7232919,1.5289228,6.6560044,8.355684,3.4282935,-5.462384,-13.370709,11.389777,20.297663,27.883615,6.768285,80.374115,10.8614435,7.542394,5.656155,3.6886022,4.1388273,7.4466295,6.222896,7.3260164,6.9047866,6.6385117,12.009077,3.4159253
E5,-415.7021,87.795135,8.209232,5.4052143,-0.6370159,11.408889,-1.3159999,-1.1084676,-9.148023,5.0659146,16.32714,23.202316,1.3991808,104.38225,12.197084,14.786287,4.3538475,12.443253,5.5775356,5.866029,5.6148767,9.718336,6.2621446,9.500695,17.824673,4.6210837
E5,-363.93463,70.43872,22.776258,4.913483,3.6841342,-1.0558213,3.4449954,-6.290974,-11.802616,9.750153,24.541061,27.017727,0.5656204,94.02378,19.078266,13.930621,7.2167497,6.6926427,3.1605763,4.1553864,4.1529803,3.8847942,4.6903,7.8371506,12.763405,4.6823044
E5,-396.3494,67.31247,10.73569,13.724539,6.0545177,3.954674,6.3197308,-2.653254,-13.84384,10.734705,34.012753,33.438557,6.015409,82.14417,12.725003,8.029323,8.3322315,5.0454,3.6316938,5.656675,3.926103,6.3247437,4.832025,3.8946218,8.424487,3.0605664
E5,-414.84927,57.70298,19.081076,9.387503,3.2253625,6.8710694,0.538958,-3.5599103,-5.24925,5.2028084,21.10888,21.610931,1.6458784,110.364365,17.82628,13.698175,8.5292225,7.074487,2.8789375,6.638317,7.111913,9.602667,4.492521,14.655131,17.162817,4.2056236
E5,-411.1328,70.387115,17.752075,-2.2342963,0.15882544,10.054144,-0.28582022,-9.928709,-13.957483,0.48739836,28.277542,33.070107,2.4554336,102.10539,27.53356,6.4166307,9.223002,4.2291045,4.8768415,6.976819,4.8143296,5.6744385,4.448716,5.9602942,6.5429187,4.344999
F2,-318.50598,142.14703,25.436213,16.310188,22.732948,15.073097,-1.7122818,-6.6946383,3.9472284,12.527547,0.7681492,-10.462168,-12.485488,91.067635,27.287756,35.617065,9.928632,8.34754,5.993445,6.2164745,6.59959,5.3236594,6.7897177,3.0347483,6.7462835,2.8724642
F2,-345.28253,138.64047,57.501022,22.511295,18.76719,11.649454,-0.53057384,1.5956353,8.7223015,7.425162,-3.6179228,-15.01411,-20.973413,60.544556,29.64124,24.745256,17.46499,6.536703,7.470981,5.15002,5.533289,5.0699825,5.8283157,1.7755721,3.8808768,2.8585465
F2,-380.59253,100.38756,35.64614,15.09727,19.052221,19.735182,9.430416,2.535304,5.329876,7.2542825,2.8048582,-4.7757735,-11.209229,85.974144,63.686443,18.087414,13.963771,6.0471644,5.7660294,5.8753867,7.734698,4.3633738,6.694685,2.8848338,7.266086,10.94755
F2,-326.40442,161.51447,10.922913,3.2762659,22.68653,18.455221,1.3371139,-1.7265306,9.296686,14.73017,-2.3827794,-16.21845,-15.96529,99.92211,23.32635,47.599827,13.689557,8.918337,6.3006907,7.9952984,4.1186137,12.066606,7.8263907,3.1210382,7.509794,3.9995363
F2,-337.24243,133.02623,41.942944,22.021402,21.559853,17.563114,6.605845,-0.31073666,1.0087445,5.576912,3.1030078,-4.868844,-11.93083,79.991165,26.751188,34.600048,16.582708,6.852976,4.208021,6.254662,4.48573,6.5610456,7.1081543,4.4105434,4.273355,3.3901637
F2,-372.85904,81.01736,17.68786,16.542923,18.898655,10.48577,4.8997765,4.6936975,2.5231717,-0.62359154,0.2861764,0.75463945,-5.318967,117.523346,60.672966,23.234789,10.689311,9.908046,5.8123035,6.3694124,4.2687197,4.412544,7.0178742,3.860081,4.470481,4.002079
F2,-340.01703,130.889,32.81055,16.663122,22.167536,18.531631,9.94956,5.114829,4.3132167,3.2586095,-0.83478266,-5.141236,-7.610875,92.71859,26.142805,36.45836,16.709665,3.8914402,4.6819987,5.745753,2.406869,7.8593073,8.624749,3.4646409,6.1951694,3.9301136
F2,-352.2857,137.73688,64.10204,24.378067,16.392464,12.082826,2.7342727,1.7122401,5.5893006,5.667329,-2.6090546,-14.223577,-21.475666,55.4125,29.493254,19.833588,18.732536,5.1905637,8.583152,3.0633366,3.9220903,4.5160007,5.0951085,1.7059187,3.85798,4.204164
F2,-382.0765,102.83873,41.312134,17.412523,17.411982,15.561226,7.8154593,4.649648,6.6494617,7.7160363,2.5959308,-5.515356,-12.898696,82.137665,63.783276,18.911884,14.024646,6.3828673,6.0483246,5.4663215,5.6135855,4.911887,5.0591884,2.5198085,8.132317,11.783711
F2,-325.22653,145.12036,16.876518,10.456121,27.094645,21.392452,5.403007,2.55178,13.787958,19.224371,3.5716472,-14.228357,-14.534414,90.01298,23.024881,43.373302,14.619355,8.518605,6.2732196,7.0050836,3.4733198,11.30472,10.370613,3.221383,7.0669494,2.9617918
F2,-325.58063,187.32053,42.81336,4.623059,12.710476,9.873085,0.4859169,1.1330246,-4.7720976,-10.582301,-11.371457,-6.521667,-3.9917612,72.82936,29.818151,35.11834,14.956368,12.687029,6.858607,7.825738,4.0075197,3.3957655,3.2279902,2.3981514,2.035253,4.0961237
F2,-348.0218,100.26761,10.19252,10.897527,15.872309,11.818098,10.154211,8.263636,6.812863,7.017593,-2.0361047,-4.6842875,-10.736393,113.84384,46.38128,25.752987,8.99944,13.029916,6.680946,6.801318,8.430154,6.076744,7.9760985,4.1857285,8.457145,3.912896
F2,-361.27655,146.48422,31.420906,13.614967,24.35999,15.1046915,4.4547343,6.070323,3.8993835,-2.9992466,-4.94334,-2.1073334,-2.949505,100.45776,55.218338,29.327528,17.610708,10.903556,8.688605,11.504132,6.6137223,6.9849186,10.311373,9.008619,3.736274,3.237135
F2,-317.10977,179.0951,39.823174,5.3925257,12.617336,9.856651,-0.9810198,-0.25529775,-5.018736,-10.853163,-11.937616,-2.4874396,-1.058595,81.54146,32.55847,38.012814,16.636011,14.097986,6.5019693,8.332788,3.2419646,2.1704333,4.1193395,4.8373737,1.966629,4.943802
F2,-329.06366,193.77393,54.87539,1.6113662,4.9540796,8.296554,4.546493,-1.5385163,-10.547454,-11.820414,-9.391944,-4.773005,-3.4493728,65.2224,31.24381,29.336933,12.091056,10.394761,7.7693086,5.8734565,3.9817755,5.7870736,3.1021287,2.363121,2.0580125,5.317286
F2,-376.8101,144.7318,43.183594,14.366075,20.20035,15.40432,7.9016128,7.579361,2.2097545,-3.2726524,-3.7757876,-2.611034,-5.872098,92.57974,57.74178,21.100061,15.659004,9.264911,9.282692,10.800699,6.3602653,8.5569515,10.806391,7.9846897,3.2727628,3.9638226
F2,-322.6507,179.09497,27.91336,-2.8959014,4.675012,5.356376,-4.584228,-9.631865,-11.033053,-18.038992,-18.623962,-12.715921,-8.317107,84.04545,29.278004,41.75894,17.772287,11.4793005,5.0688868,7.809537,5.0492043,4.44821,4.575509,4.5940623,3.4718497,4.8504853
F2,-306.7361,187.90466,26.934893,-1.6437714,10.130902,7.5795703,5.457826,5.6467924,-5.492188,-18.04086,-11.556049,2.505613,6.1728024,83.04859,23.349716,42.576996,16.973032,15.311641,9.20595,10.25473,3.8873944,4.6328773,4.5762515,3.1336057,4.3165164,6.2802687
F2,-368.35593,141.64587,25.601171,11.621034,14.745776,6.5101767,1.6858796,-0.09069676,-3.3911648,-5.157147,-4.7463183,-5.832436,-7.0291557,112.60937,62.31242,29.989592,15.808196,11.423318,8.475423,6.7784333,4.2056293,6.136288,9.270757,6.791615,3.4379368,3.7920203
F2,-324.3424,182.96008,40.58399,6.966982,10.479207,12.227278,9.378157,1.5507247,-5.736914,-7.4975314,-5.8682337,-4.9346266,-4.340661,79.0978,25.130278,38.493153,19.481098,10.624359,9.731259,6.736933,4.5036883,4.387796,3.2104113,2.2714741,2.9801865,4.799825
F2,-351.14032,182.98221,56.99147,7.2481303,11.189215,16.444859,10.7619295,2.391579,-4.086371,-6.839049,-3.2894151,1.8864418,1.5797234,59.01209,24.170076,26.51743,12.177125,10.573557,6.2600684,8.668573,6.4878616,3.1528628,3.5984552,3.3641794,4.027804,6.0960135
F2,-380.64255,144.63608,35.406425,8.525146,16.256977,12.154228,1.529975,-0.35644856,2.2935648,-1.4869742,-5.315879,-4.3192024,-2.3016627,96.87618,63.92174,22.59307,14.655695,9.103963,6.559379,5.9717917,4.162734,5.3533688,6.904514,7.904803,4.054627,3.4883559
F2,-320.9913,130.53662,22.734373,21.729086,24.846579,15.687891,4.792838,1.2852708,3.9027395,8.953885,-1.4422098,-11.626961,-15.879215,100.494,27.946047,34.666233,9.11484,9.488343,7.69624,6.0398355,6.6079245,5.018211,6.384221,2.9598868,6.402793,4.070278
F2,-295.036,191.97124,19.076138,-4.528102,12.080965,9.540785,3.9151654,7.688646,2.7017047,-15.544104,-20.561613,-4.8955207,8.253685,82.124054,23.73596,45.071735,17.942732,16.360052,7.4771867,8.666609,3.4953856,4.386789,4.2503014,5.187793,2.1922207,3.7374463
F2,-310.4261,189.41574,36.478653,3.2178397,10.252426,10.2406,5.671867,-1.4683418,-6.7202682,-8.209873,-6.7792044,-5.5128627,-4.145375,78.35831,22.174067,40.571278,18.333029,14.029214,10.545261,7.708006,4.7257323,3.8616347,2.6008487,3.0698328,4.329569,6.7880435
F2,-366.8084,138.7228,30.011547,14.068645,15.5041065,7.716036,2.8852272,1.3642676,-1.5464683,-4.0329356,-2.4755561,-2.7996025,-4.9961896,114.654915,65.79583,29.280067,18.647491,9.229839,9.094876,5.4830914,4.4176807,6.337633,9.613164,7.4088774,4.498215,5.030325
F2,-311.96985,186.40579,30.683737,1.692627,8.595899,9.927801,8.26237,6.663428,-2.9905887,-14.670701,-9.407786,1.2342699,1.997448,90.282196,26.050737,41.895092,18.17875,12.185049,8.137458,8.703179,3.2202582,3.9405684,4.0877233,3.7906997,3.984391,7.7579956
F2,-333.3607,188.59113,45.340183,1.7861071,12.581274,19.734097,15.420902,2.9210722,-10.751801,-11.642221,0.17899388,7.175904,2.8520513,65.20683,22.402445,33.33517,12.227403,11.875301,8.467982,7.8708806,4.9286385,4.5752053,4.9097567,2.4491842,4.5369635,7.824366
F2,-386.53677,135.03,35.239075,13.391042,17.481066,13.3052,7.8315325,3.6031687,-2.4916482,-4.974295,-0.7007667,1.8506348,-2.7840254,104.65421,67.989174,21.22154,15.433729,6.967202,7.477493,5.6773663,4.8479266,7.7832494,10.56388,5.160732,4.516986,5.235905
F2,-309.77606,200.743,23.518679,5.0025206,19.292545,11.359782,2.3340142,3.93579,-1.6648196,-14.156822,-12.294478,-3.0035038,0.5557234,87.51309,25.346743,45.561,19.185959,13.45509,9.734813,7.3127537,4.8216105,3.9721465,3.7802289,4.6599035,3.085552,5.6824102
F2,-367.74704,125.876114,68.49411,33.19868,18.691824,11.583496,8.550584,7.3280025,4.9100046,1.8750395,-2.8670375,-7.1140437,-12.624176,49.63474,33.237316,15.894037,13.494084,6.080117,4.558391,3.0830112,2.5931404,4.007104,3.9709964,2.2418196,4.685465,3.451653
F2,-390.0045,94.24735,44.957157,20.092098,15.340124,13.316154,9.120524,6.639624,5.100214,1.9448234,-1.1556367,-5.134886,-11.278643,62.48316,52.454285,16.48708,5.505596,5.395313,5.1711245,4.5297437,4.335905,5.0993023,6.2918525,3.1745882,5.4002204,4.661132
F2,-336.5811,153.82993,38.912754,12.087129,20.441568,17.049414,1.5897619,-0.38493657,1.323507,-1.1514406,-5.317674,-3.631119,-3.9466584,89.124374,32.463417,31.9679,15.328525,5.5039797,5.4026985,4.6705747,6.0120525,4.258953,4.4890094,3.470072,7.449216,3.4344504
F2,-344.27704,135.02066,43.851448,23.969303,20.967522,9.670716,-1.0088459,-1.1007317,4.4393096,3.760538,-6.165036,-13.576538,-16.886827,83.82025,25.522457,34.91752,15.681601,4.59521,4.4708667,7.5338135,3.901631,7.9456344,5.5496016,4.218487,5.417834,4.16633
F2,-376.20532,87.87362,21.351131,19.198341,18.091007,9.727371,6.77798,6.1336093,2.1996863,0.26734972,-0.09328649,-0.8239889,-4.484166,118.54093,59.538708,24.420443,10.837463,7.394855,4.9978952,6.8394794,4.7573137,5.138029,5.28486,3.3468196,3.6625025,3.7003167
F2,-328.425,126.84115,32.600124,19.934803,25.460426,18.965544,6.5316935,3.8991396,9.515258,7.270515,-3.8805943,-9.973291,-9.82573,91.90254,24.54607,35.539062,13.980096,4.173188,3.0675912,7.106253,3.3914454,6.914158,8.426122,4.824415,6.1504545,3.9404547
F3,-373.75912,71.71262,21.35047,14.988336,10.080001,5.9680815,7.0225797,9.638275,7.939773,2.2500007,-4.0677204,-9.079617,-16.892591,83.24605,23.645817,19.053688,8.096517,4.8699737,4.1619105,4.250991,2.6494281,4.932055,4.719516,2.7678661,3.1163423,5.985955
F3,-389.6614,83.70588,41.314857,18.589249,5.2840347,-0.3952889,0.1033731,-0.9867017,-3.317642,-5.622855,-8.863555,-11.296315,-7.624546,46.73748,30.059221,8.0271015,5.748631,5.4758844,3.965863,5.328237,3.406106,2.9540343,3.396226,3.9083772,4.8324356,2.9246597
F3,-392.30432,72.65624,28.855505,13.151701,9.267423,4.6364822,-3.3211796,-3.9564283,-3.228556,-4.703847,-7.8064084,-11.113147,-8.232013,60.5527,43.17314,17.11426,5.7570534,5.3135304,6.1725297,4.725243,4.8234396,5.041708,3.8525124,6.007264,6.804426,5.803356
F3,-374.09647,82.80484,17.248678,9.808427,5.185294,0.13379854,-2.1434362,-0.6492336,1.5267863,1.0240699,-6.5362163,-14.12956,-17.302944,78.56925,21.677958,22.349123,10.082985,5.359769,4.1717157,6.247706,6.0252547,2.9526808,5.194091,5.409168,5.3957124,3.4120636
F3,-351.07977,106.517525,16.398046,12.123723,14.9135475,4.3370376,-9.174145,-12.636608,-15.176749,-12.556862,-0.747217,0.5116374,-11.854106,67.157776,20.05802,18.6341,14.620426,8.449662,5.583053,5.3070297,6.29696,4.861615,3.9918597,3.3067033,2.9202864,3.8716667
F3,-369.42834,81.83544,5.2755003,14.819065,13.550743,3.1841147,-5.8515244,-5.9786453,-6.1711936,-6.284306,-2.97533,-1.7056602,-7.4798107,96.47658,44.712406,18.85072,15.074114,8.474027,8.225996,7.002731,5.6111984,6.6567035,5.0415263,5.2112036,4.7016377,8.955103
F3,-349.3311,102.53153,11.383528,8.271128,15.216376,6.4443836,-8.922704,-9.84842,-11.866313,-10.515912,2.475495,4.5171022,-8.343213,71.128975,20.932362,18.871021,14.4989805,10.407015,6.135663,5.4794803,7.450919,5.397893,6.360283,4.257322,3.4141412,2.9734576
F3,-335.07495,117.438065,22.36719,5.8245153,12.586929,5.1114435,-5.8776755,-9.150539,-11.939632,-13.627567,-3.2492416,3.6539695,-6.624753,55.733612,23.992733,17.841831,9.485978,9.733121,2.5762866,4.5432396,5.6976867,5.5889444,5.447879,5.462501,3.4930058,3.264149
F3,-361.45245,103.3266,28.04298,11.325288,12.709484,3.3641498,-4.1525407,-3.0636554,-9.125866,-13.820425,-3.5706134,3.090082,-6.101688,69.83084,41.137753,14.215907,9.015633,8.994941,5.3419056,7.782984,6.9359884,7.8814063,10.168406,3.585449,5.075153,3.1974463
F3,-356.204,91.230774,6.8553305,16.641699,16.356688,6.580875,-0.6977136,-5.036101,-8.828389,-16.579523,-11.782061,-1.1308764,-2.9415429,78.98023,16.071922,24.8589,17.350021,8.097033,7.065339,5.7698627,8.42954,9.581057,5.55164,8.165105,3.6457255,4.5444794
F3,-377.49554,113.26805,35.16044,14.813257,13.673423,6.6099954,-5.024475,-10.915401,-6.7335544,-4.616817,-10.207848,-14.423355,-13.355005,65.506195,20.766832,22.593027,11.921518,9.213468,5.0499873,6.3494835,3.377097,4.550197,4.2092767,2.697056,3.8431523,3.4879947
F3,-386.74826,67.50162,22.291628,13.063111,8.212339,6.7902045,7.1951723,4.586873,1.3014501,-0.7883533,-5.820574,-7.793908,-7.5057116,83.71717,30.041416,17.352152,7.6054263,4.295205,3.285708,4.505863,3.884506,4.5860615,4.9147973,4.135447,3.5263789,3.6231968
F3,-408.5504,69.46813,19.162378,16.966013,13.695119,5.8260436,-0.78871244,-6.19181,-5.5897503,-3.26521,-6.8836756,-11.8201275,-11.244062,92.02923,43.173824,18.431978,13.122592,7.7735124,5.1327605,6.3532314,5.8452134,4.1160326,3.7820215,3.337226,7.2984867,6.288789
F3,-387.26773,96.74928,32.641796,17.040848,12.701489,7.181205,-0.7783894,-9.176658,-11.723823,-9.385088,-8.540619,-11.394989,-12.2253,69.78177,19.29365,18.924604,12.393696,7.9681215,3.997311,4.8568616,4.5123763,5.239961,5.2850757,4.0793414,3.0206308,3.3810508
F3,-386.86493,111.76612,44.27564,16.690191,9.496703,3.5682855,-4.2060046,-10.954328,-16.216879,-15.490112,-11.57587,-11.902414,-13.551558,54.798416,25.229567,16.645327,8.446309,8.873315,3.733648,3.320559,5.8868527,3.1129062,2.2463026,4.4636745,2.565238,3.1245532
F3,-411.35587,84.619095,28.602694,14.857819,15.4178915,8.832336,0.9371954,-4.042745,-8.580882,-9.245887,-7.94337,-9.322853,-10.188798,81.64909,53.6809,15.294909,7.6061907,8.378313,6.409471,2.619465,4.032129,4.4255805,4.4696293,3.8935282,4.4196963,5.623369
F3,-377.72235,102.928024,21.20697,13.776269,12.491803,7.1609254,1.3601726,-8.069698,-11.351682,-7.505417,-6.318623,-10.178938,-12.772988,72.71476,17.990599,28.678267,16.69192,9.926847,5.9235363,6.762168,3.6662831,3.327061,3.8463788,3.0706787,3.3519402,3.5790684
F3,-357.11893,121.123,30.819338,20.936714,14.665279,11.57483,9.345888,0.20421411,-2.1597416,-0.8775427,-8.610059,-14.18496,-21.266575,77.927055,16.196781,25.458883,16.762129,7.691239,7.520029,5.919533,3.5888844,3.0329585,5.106544,3.1092353,4.416283,4.695391
F3,-376.57834,99.60835,24.79242,26.550602,18.093317,9.097889,5.3968744,1.0002178,0.5126962,2.3700297,0.020189961,-9.1160145,-15.120094,100.50248,36.477,25.261509,16.78433,9.619846,8.176821,6.000892,5.4420037,4.826779,4.0112977,3.743046,7.533035,11.070652
F3,-352.47525,126.37028,30.691648,20.486347,19.992529,11.409266,3.3114574,-1.2828115,-3.7431152,-1.4569259,-3.596613,-12.361213,-21.41406,67.07899,13.919063,23.79286,15.791085,10.65331,6.2940774,5.507536,4.938425,2.7739387,3.8138306,5.2523584,3.6052504,6.2149997
F3,-349.52682,144.25304,40.166477,18.40568,18.828302,9.311757,-0.18645458,-4.596431,-8.743348,-7.0679393,-9.444167,-16.754307,-16.709993,61.28078,16.238909,24.312328,9.917676,7.518691,9.048436,4.588382,5.687185,4.1999645,3.993398,4.248664,3.6157014,3.6324215
F3,-376.58954,109.19064,34.467716,19.38655,18.144283,13.04859,8.577206,1.7799131,-3.0869741,-1.692775,-2.4955428,-8.383259,-12.415581,80.46594,44.911007,18.442722,9.96636,5.3792434,5.75833,4.5032315,5.311783,7.9540687,5.8851447,5.409881,7.5632005,8.944254
F3,-389.03516,65.39421,24.866575,15.358935,8.192228,6.074929,6.2807617,5.140622,2.9624517,1.5726031,-2.7254026,-5.8967896,-9.8915415,85.4951,24.745125,15.906341,8.025191,4.015638,3.5185466,5.629579,3.1591656,4.589704,4.540004,4.9396596,2.9097908,4.3771205
F3,-330.32764,136.91476,21.734291,20.772436,19.30055,12.884353,5.995123,-1.3131069,-5.9394126,-5.0231795,-6.7217917,-11.681226,-16.28226,75.501854,13.062576,31.940088,20.322456,11.14491,9.688031,6.9221406,3.735389,3.7601192,3.603064,3.3545554,3.2864013,2.524326
F3,-326.19464,136.30356,21.984917,11.287735,19.22873,3.5806913,-7.5886436,-4.147244,-13.31927,-19.432688,-24.951557,-11.188129,-3.4956362,76.771866,13.25096,21.895645,19.553457,12.15415,10.275336,7.2060304,6.9122963,5.3531027,4.306571,4.9332037,3.7975442,4.736245
F3,-378.57687,99.90423,12.427415,15.591554,15.725416,2.885225,-2.150352,-0.057627443,-6.8541307,-9.867026,-14.685738,-11.115928,-7.299188,109.922295,45.560112,20.688046,16.902191,15.690496,6.140678,7.4644322,3.6985333,8.304352,8.3744755,10.488464,7.1785216,3.7891126
F3,-336.18118,135.21803,19.809402,11.845427,20.721981,9.140371,-4.1401954,-4.44099,-11.595882,-18.149265,-24.984058,-14.906655,-6.2843623,75.93711,14.799516,24.100403,17.517864,11.581533,7.341979,6.640785,6.21893,4.86725,3.889726,3.9382808,5.796385,4.597
F3,-343.7578,141.24641,29.94399,9.568819,19.645554,7.5918145,-5.099487,-6.1526046,-16.56453,-20.954048,-18.845312,-6.9409785,-4.62885,64.2535,11.741746,19.842093,11.214231,12.004786,6.28606,6.024081,6.87735,3.6852887,2.9496276,4.1255345,2.82806,5.168381
F3,-370.9752,111.16396,20.169064,12.0823765,19.341642,6.1463223,-3.428509,-4.46716,-13.595706,-12.887888,-7.633852,-2.2909083,-3.870048,93.714,46.16255,15.432062,11.168346,14.201951,6.0390534,7.33227,5.5103173,12.546578,11.276149,5.4444137,3.920867,3.056916
F3,-317.07855,138.24301,9.5411415,9.749126,13.536548,1.6472368,-6.189766,-6.133561,-9.570079,-15.84623,-13.761796,-9.176301,-4.8469615,77.67275,14.498503,26.911217,23.619541,11.898183,10.304724,6.7258005,5.7834315,3.2094169,3.88942,4.6147475,4.467988,5.3974915
F3,-399.54547,70.40982,36.73414,17.63895,10.12594,7.8849387,7.5640426,6.480692,4.9388337,2.122207,-3.3518374,-9.178051,-13.0708685,43.580925,33.2222,7.7430735,5.817703,3.9671004,4.2981277,3.616753,3.117007,3.6686015,3.5962272,3.122577,3.108564,4.17133
F3,-413.16013,59.622913,30.945396,15.956947,11.248645,9.999081,8.322384,6.3667645,4.331593,0.24868768,-4.268845,-7.679418,-11.461195,47.75727,38.713627,9.930937,6.274379,5.1059036,5.2056675,3.9667373,2.2971046,3.7872746,3.7630517,3.5193176,4.5301657,6.3415422
F3,-404.36176,69.11054,27.74635,15.150539,10.654248,4.7710433,2.8516314,5.968823,4.8376536,0.043448657,-2.021422,-3.3058233,-6.650403,62.972145,32.212772,14.132493,7.720231,3.5062675,4.3145723,2.9541063,3.4177215,3.6225088,4.8489423,3.7211275,1.8591949,2.5560393
F3,-368.84164,88.61204,23.932648,11.441462,7.4229717,-0.5376173,-6.8964095,-9.0631275,-9.299841,-10.285653,-9.117368,-5.5438843,-4.6843567,66.947044,23.804325,20.43514,10.560002,9.503048,4.4382524,4.2448773,4.3517756,4.0641475,5.197484,5.161686,4.97812,2.3319347
